ID_relatorio;Regiao;Erro_original;Acao;Veiculo_anterior;Pais_anterior;RSS_anterior;Veiculo_revisado;Pais_revisado;RSS_revisado;XML_confirmado;Data_verificacao;Itens_XML;Ultima_data_XML;Reteste_HTTP;Reteste_OK;Erro_reteste;Observacao
87;América Central e Caribe;invalid_or_malformed_feed;substituir;Diario El Mundo;El Salvador;https://diario.elmundo.sv/rss/tecnologia.xml;El Salvador Times;El Salvador;https://www.elsalvadortimes.com/rss/;True;2026-09-14T11:55:19.190118+00:00;10;2026-09-13T13:28:48-06:00;200;True;;Filtragem temática necessária.
90;América Central e Caribe;http_403;substituir;Diario Tiempo;Honduras;https://tiempo.hn/feed/;Criterio.hn;Honduras;https://criterio.hn/feed/;True;2026-09-14T11:47:03.716384+00:00;5;2026-09-13T16:00:00+00:00;200;True;;Filtragem temática necessária.
93;América Central e Caribe;AttributeError;corrigir_url;Eco TV;Panamá;https://www.ecotvpanama.com/rss/pages/tecnologia.xml;Eco TV;Panamá;https://www.ecotvpanama.com/rss/pages/ultimas-noticias.xml;True;2026-09-14T11:49:13.220562+00:00;20;2026-09-14T08:45:00-05:00;200;True;;Relatório original contém AttributeError do coletor. Revisar traceback e normalização de tipos antes de concluir causa no veículo. Feed passou a geral: aplicar filtro temático de tecnologia e negócios digitais. Filtragem temática necessária.
94;América Central e Caribe;http_403;substituir;El Caribe;República Dominicana;https://www.elcaribe.com.do/web-stories/feed/;El Nuevo Diario;República Dominicana;https://elnuevodiario.com.do/feed/;True;2026-09-14T11:47:03.718911+00:00;10;2026-09-14T11:42:18+00:00;200;True;;Filtragem temática necessária.
95;América Central e Caribe;http_403;corrigir_url;El Diario de Hoy;El Salvador;https://www.elsalvador.com/feed/;El Diario de Hoy;El Salvador;https://www.elsalvador.com/sitemap.rss;True;2026-09-14T11:43:47.632181+00:00;50;2026-09-14T11:30:00+00:00;200;True;;Filtragem temática necessária.
97;América Central e Caribe;http_403;substituir;El Economista Centroamérica;El Salvador;https://www.eleconomista.net/rss.xml;Diario Libre;República Dominicana;https://www.diariolibre.com/rss/portada.xml;True;2026-09-14T11:43:43.372398+00:00;40;2026-09-14T00:01:00+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. Filtragem temática necessária."
99;América Central e Caribe;http_404;corrigir_url;El Heraldo Honduras;Honduras;https://www.elheraldo.hn/rss/tecnologia.xml;El Heraldo Honduras;Honduras;https://www.elheraldo.hn/rss/portada.xml;True;2026-09-14T11:54:29.408036+00:00;30;2026-09-14T00:51:05+00:00;200;True;;Filtragem temática necessária.
105;América Central e Caribe;ContentDecodingError;manter_revalidado;En Segundos Panamá;Panamá;https://ensegundos.com.pa/feed/;En Segundos Panamá;Panamá;https://ensegundos.com.pa/feed/;True;2026-09-14T11:46:17.598973+00:00;10;2026-09-14T11:30:08+00:00;200;True;;Filtragem temática necessária.
107;América Central e Caribe;SSLError;substituir;Estrategia & Negocios;Honduras;https://www.estrategiaynegocios.net/rss.xml;The Tribune Bahamas;Bahamas;https://www.tribune242.com/rss/headlines/;True;2026-09-14T11:43:42.251695+00:00;20;2026-09-11T18:00:00-04:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
116;América Central e Caribe;invalid_or_malformed_feed;substituir;Juventud Técnica;Cuba;https://www.juventudtecnica.cu/feed/;CiberCuba;Cuba;https://www.cibercuba.com/rss.xml;True;2026-09-14T11:47:03.723533+00:00;10;2026-09-14T12:25:56+02:00;200;True;;"Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
117;América Central e Caribe;http_404;substituir;La Estrella de Panamá;Panamá;https://www.laestrella.com.pa/rss.xml;Dominican Today;República Dominicana;https://dominicantoday.com/feed/;True;2026-09-14T11:47:03.717400+00:00;10;2026-09-13T18:41:55+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
118;América Central e Caribe;http_403;manter_revalidado;La Gaceta de Panamá;Panamá;https://www.lagacetadepanama.com/rss/;La Gaceta de Panamá;Panamá;https://www.lagacetadepanama.com/rss/;True;2026-09-14T11:46:17.600793+00:00;20;2026-09-13T22:54:56-05:00;200;True;;Filtragem temática necessária.
120;América Central e Caribe;http_403;substituir;La Prensa Gráfica;El Salvador;https://www.laprensagrafica.com/rss/tecnologia.xml;Diario Co Latino;El Salvador;https://www.diariocolatino.com/feed/;True;2026-09-14T11:55:19.191147+00:00;10;2026-09-14T11:04:11+00:00;200;True;;Filtragem temática necessária.
122;América Central e Caribe;http_403;substituir;La Prensa Nicaragua;Nicaragua;https://www.laprensani.com/feed/;Diario de Cuba;Cuba;https://diariodecuba.com/rss.xml;True;2026-09-14T11:47:03.721796+00:00;10;2026-09-14T13:31:59+02:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
127;América Central e Caribe;http_404;corrigir_url;Metro Libre;Panamá;https://www.metrolibre.com/rss.xml;Metro Libre;Panamá;https://www.metrolibre.com/rss/portada.xml;True;2026-09-14T11:54:29.328430+00:00;5;2026-09-10T20:35:24+00:00;200;True;;Filtragem temática necessária.
132;América Central e Caribe;invalid_or_malformed_feed;manter_revalidado;OnCuba News;Cuba;https://oncubanews.com/feed/;OnCuba News;Cuba;https://oncubanews.com/feed/;True;2026-09-14T11:41:21.105246+00:00;27;2026-09-14T11:30:26+00:00;200;True;;Filtragem temática necessária.
138;América Central e Caribe;http_404;corrigir_url;República;Guatemala;https://republica.gt/rss.xml;República;Guatemala;https://republica.com/feed;True;2026-09-14T11:44:35.476867+00:00;25;2026-09-14T02:52:00+00:00;200;True;;Filtragem temática necessária.
142;América Central e Caribe;invalid_or_malformed_feed;substituir;Soy502;Guatemala;https://www.soy502.com/rss.xml;La Hora;Guatemala;https://lahora.gt/feed/;True;2026-09-14T11:47:03.715785+00:00;10;2026-09-14T10:30:25+00:00;200;True;;Filtragem temática necessária.
144;América Central e Caribe;http_403;substituir;TechNewsTT;Trinidad e Tobago;https://technewstt.com/feed/;Q Costa Rica;Costa Rica;https://qcostarica.com/feed/;True;2026-09-14T11:47:03.709678+00:00;10;2026-09-11T14:19:57+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
145;América Central e Caribe;gaierror;substituir;TecnoComo;República Dominicana;https://tecnocomo.com/feed/;El Nacional;República Dominicana;https://elnacional.com.do/rss/home.xml;True;2026-09-14T11:56:57.397312+00:00;58;2026-09-14T07:54:37-04:00;200;True;;"Mudança de foco: substituto tem cobertura mais ampla ou diferente; equivalência editorial estrita não comprovada. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
146;América Central e Caribe;AttributeError;corrigir_url;Telemetro;Panamá;https://www.telemetro.com/rss/pages/tecnologia.xml;Telemetro;Panamá;https://www.telemetro.com/rss/pages/ultimas-noticias.xml;True;2026-09-14T11:49:12.139673+00:00;20;2026-09-13T21:05:00-05:00;200;True;;Relatório original contém AttributeError do coletor. Revisar traceback e normalização de tipos antes de concluir causa no veículo. Feed passou a geral: aplicar filtro temático de tecnologia e negócios digitais. Filtragem temática necessária.
159;Europa Ocidental;ConnectTimeout;corrigir_url;CHIP;Alemanha;https://rss.chip.de/c/573/f/7439/index.rss;CHIP;Alemanha;https://www.chip.de/rss;True;2026-09-14T11:49:36.244578+00:00;400;2026-09-14T11:45:00+00:00;200;True;;
161;Europa Ocidental;http_404;corrigir_url;Computer Bild;Alemanha;https://www.computerbild.de/rss/;Computer Bild;Alemanha;https://www.computerbild.de/rss/35011529.xml;True;2026-09-14T11:45:03.008034+00:00;100;2026-09-14T11:24:00+00:00;200;True;;
162;Europa Ocidental;invalid_or_malformed_feed;corrigir_url;Computer Hoy;Espanha;https://computerhoy.com/rss;Computer Hoy;Espanha;https://computerhoy.20minutos.es/rss/;True;2026-09-14T11:46:00.394506+00:00;76;2026-09-14T13:15:00+02:00;200;True;;
165;Europa Ocidental;http_404;substituir;Computing;Reino Unido;https://www.computing.co.uk/feeds/rss;Inside IT;Suíça;https://www.inside-it.ch/rss.xml;True;2026-09-14T11:44:43.482699+00:00;20;2026-09-14T11:17:11+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela."
180;Europa Ocidental;invalid_or_malformed_feed;corrigir_url;Hardware Upgrade;Itália;https://www.hwupgrade.it/rss/news.xml;Hardware Upgrade;Itália;https://feeds.hwupgrade.it/rss_hwup.xml;True;2026-09-14T11:45:01.008378+00:00;50;2026-09-14T13:31:02+02:00;200;True;;
184;Europa Ocidental;http_403;substituir;Information Age — Reino Unido;Reino Unido;https://www.information-age.com/feed/;FinTech Futures;Reino Unido;https://www.fintechfutures.com/rss.xml;True;2026-09-14T11:45:14.407854+00:00;50;2026-10-15T14:00:00+00:00;200;True;;
195;Europa Ocidental;http_403;substituir;Maddyness;França;https://www.maddyness.com/feed/;Silicon Canals;Países Baixos;https://siliconcanals.com/feed/;True;2026-09-14T11:44:00.937118+00:00;10;2026-09-14T09:08:52+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela."
207;Europa Ocidental;http_403;manter_revalidado;Silicon Republic;Irlanda;https://www.siliconrepublic.com/feed/;Silicon Republic;Irlanda;https://www.siliconrepublic.com/feed/;True;2026-09-14T11:41:29.818918+00:00;20;2026-09-14T10:04:35+00:00;200;True;;
227;Europa Oriental (Leste Europeu);http_403;manter_revalidado;AIN;Ucrânia;https://ain.ua/feed/;AIN;Ucrânia;https://ain.ua/feed/;True;2026-09-14T11:41:30.215545+00:00;50;2026-09-14T14:20:00+03:00;200;True;;
234;Europa Oriental (Leste Europeu);http_404;substituir;BOOT.lv;Letônia;https://boot.ritakafija.lv/feed/;MobilMania.cz;Chéquia;https://mobilmania.zive.cz/rss/sc-47/default.aspx;True;2026-09-14T11:49:56.152535+00:00;8;2026-09-14T06:50:00+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
240;Europa Oriental (Leste Europeu);http_404;substituir;Computerworld Magyarország;Hungria;https://computerworld.hu/rss;Mínuszos;Hungria;https://www.minuszos.hu/feed/;True;2026-09-14T11:49:56.160315+00:00;5;2026-09-14T11:32:16+00:00;200;True;;
243;Europa Oriental (Leste Europeu);http_403;substituir;DEV Styler;Bulgária;https://devstyler.bg/feed/;ITReseller;Polônia;https://itreseller.pl/feed/atom/;True;2026-09-14T11:58:02.544192+00:00;10;2026-09-14T10:03:49+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
262;Europa Oriental (Leste Europeu);http_403;manter_revalidado;Keddr;Ucrânia;https://keddr.com/feed/;Keddr;Ucrânia;https://keddr.com/feed/;True;2026-09-14T11:46:37.849159+00:00;100;2026-09-14T04:19:22+00:00;200;True;;
264;Europa Oriental (Leste Europeu);http_403;manter_revalidado;Kursors.lv;Letônia;https://kursors.lv/feed/;Kursors.lv;Letônia;https://kursors.lv/feed/;True;2026-09-14T11:46:46.109855+00:00;10;2026-09-14T10:45:00+00:00;200;True;;
268;Europa Oriental (Leste Europeu);http_403;substituir;Mezha.Media;Ucrânia;https://mezha.media/feed/;Digitrendi;Hungria;https://digitrendi.hu/feed/;True;2026-09-14T11:49:56.161174+00:00;10;2026-09-13T11:00:00+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
271;Europa Oriental (Leste Europeu);http_404;substituir;Mobilissimo;Romênia;https://www.mobilissimo.ro/rss.xml;nwradu blog;Romênia;https://www.nwradu.ro/feed/;True;2026-09-14T11:49:56.153333+00:00;10;2026-09-14T09:25:27+00:00;200;True;;
274;Europa Oriental (Leste Europeu);invalid_or_malformed_feed;corrigir_url;Nextech;Eslováquia;https://www.nextech.sk/rss;Nextech;Eslováquia;https://www.nextech.sk/site/rssfeed/type/Produkty/page/1;True;2026-09-14T11:49:12.665597+00:00;20;2026-09-10T07:13:00+00:00;200;True;;Feed escolhido é a seção de produtos, não todo o portal.
277;Europa Oriental (Leste Europeu);http_404;corrigir_url;Overclockers.ru;Rússia;https://overclockers.ru/rss/news.xml;Overclockers.ru;Rússia;https://overclockers.ru/rss/all.rss;True;2026-09-14T11:45:57.113795+00:00;50;2026-09-14T14:39:58+03:00;200;True;;
281;Europa Oriental (Leste Europeu);http_404;corrigir_url;Prohardver;Hungria;https://prohardver.hu/rss/anyagok.xml;Prohardver;Hungria;https://prohardver.hu/hirfolyam/anyagok/rss.xml;True;2026-09-14T11:49:31.728424+00:00;20;2026-09-14T13:24:00+02:00;200;True;;
292;Europa Oriental (Leste Europeu);http_404;substituir;Svět hardware;Chéquia;https://www.svethardware.cz/rss.xml;SmartLife;Sérvia;https://smartlife.mondo.rs/rss/1/Naslovna;True;2026-09-14T11:46:01.302670+00:00;100;2026-09-14T11:36:20+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
301;Ásia (Leste Asiático e Sudeste Asiático);invalid_or_malformed_feed;substituir;36Kr;China;https://36kr.com/feed;KoreaTechDesk;Coreia do Sul;https://koreatechdesk.com/sitemap.rss;True;2026-09-14T11:49:12.187039+00:00;50;2026-09-14T07:11:36+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
306;Ásia (Leste Asiático e Sudeste Asiático);invalid_or_malformed_feed;corrigir_url;beSUCCESS;Coreia do Sul;https://besuccess.com/feed/;beSUCCESS;Coreia do Sul;https://besuccess.com/feed/atom/;True;2026-09-14T11:54:17.289841+00:00;10;2026-09-14T08:35:00+00:00;200;True;;
308;Ásia (Leste Asiático e Sudeste Asiático);http_403;substituir;BRIDGE;Japão;https://thebridge.jp/feed;RobotStart;Japão;https://robotstart.info/rss20/index.rdf;True;2026-09-14T11:53:05.125904+00:00;50;2026-09-14T18:00:02+09:00;200;True;;"País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
309;Ásia (Leste Asiático e Sudeste Asiático);ReadTimeout;substituir;cnBeta;China;https://www.cnbeta.com.tw/backend.php;Techbang;Taiwan;https://feeds.feedburner.com/techbang/daily;True;2026-09-14T11:49:46.317531+00:00;12;2026-09-14T16:30:00+08:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
313;Ásia (Leste Asiático e Sudeste Asiático);http_503;substituir;DealStreetAsia;Singapura;https://www.dealstreetasia.com/feed;Tech Edition (antigo TechEDT);Singapura;https://www.techedt.com/feed;True;2026-09-14T11:50:23.237114+00:00;10;2026-09-14T04:00:00+00:00;200;True;;"País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
316;Ásia (Leste Asiático e Sudeste Asiático);http_404;substituir;DoNews;China;https://www.donews.com/rss.xml;Digital Daily;Coreia do Sul;https://www.ddaily.co.kr/rss.xml;True;2026-09-14T11:49:48.168406+00:00;100;2026-09-14T19:26:20+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
318;Ásia (Leste Asiático e Sudeste Asiático);http_403;substituir;Droidsans;Tailândia;https://droidsans.com/feed/;Wiser.my;Malásia;https://wiser.my/feed;True;2026-09-14T11:50:24.627041+00:00;10;2026-09-14T10:10:30+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
322;Ásia (Leste Asiático e Sudeste Asiático);invalid_or_malformed_feed;substituir;Gadgetren;Indonésia;https://gadgetren.com/feed/;Gadget Pilipinas;Filipinas;https://www.gadgetpilipinas.net/feed/;True;2026-09-14T11:49:56.164809+00:00;10;2026-09-14T09:21:32+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
329;Ásia (Leste Asiático e Sudeste Asiático);ReadTimeout;substituir;Huxiu;China;https://www.huxiu.com/rss/0.xml;Bloter;Coreia do Sul;https://cdn.bloter.net/rss/gns_allArticle.xml;True;2026-09-14T11:49:00.518193+00:00;50;2026-09-14T18:08:20+09:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
347;Ásia (Leste Asiático e Sudeste Asiático);invalid_or_malformed_feed;substituir;PingWest;China;https://www.pingwest.com/feed;Mogura VR;Japão;https://www.moguravr.com/feed/;True;2026-09-14T11:52:40.583591+00:00;10;2026-09-14T10:30:00+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
348;Ásia (Leste Asiático e Sudeste Asiático);invalid_or_malformed_feed;corrigir_url;Pokde.Net;Malásia;https://pokde.net/feed;Pokde.Net;Malásia;https://pokde.net/feed/atom;True;2026-09-14T11:54:17.292535+00:00;6;2026-09-14T05:58:02+00:00;200;True;;
354;Ásia (Leste Asiático e Sudeste Asiático);http_403;substituir;Tech in Asia;Singapura;https://www.techinasia.com/feed;The Tech Revolutionist;Singapura;https://thetechrevolutionist.com/feed.xml;True;2026-09-14T11:50:23.241810+00:00;50;2026-09-04T00:18:40+00:00;200;True;;"País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
355;Ásia (Leste Asiático e Sudeste Asiático);http_403;substituir;Tech Jio;Singapura;https://techjioblog.com/feed/;Gizguide;Filipinas;https://www.gizguide.com/feeds/posts/default?alt=rss;True;2026-09-14T11:55:29.099116+00:00;25;2026-09-14T19:22:29.080000+08:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
356;Ásia (Leste Asiático e Sudeste Asiático);http_404;corrigir_url;TechNave;Malásia;https://technave.com/rss.xml;TechNave;Malásia;https://technave.com/feed/;True;2026-09-14T11:46:37.851925+00:00;20;2026-09-14T02:37:36+00:00;200;True;;
358;Ásia (Leste Asiático e Sudeste Asiático);body_too_large;manter_revalidado;TechNode;China;https://technode.com/feed/;TechNode;China;https://technode.com/feed/;True;2026-09-14T11:41:56.629168+00:00;2000;2026-09-14T09:08:31+00:00;200;True;;"Feed de cerca de 11,6 MB e 2.000 itens. Ajustar leitura incremental e limite por fonte; manter limite global e proteções de rede."
363;Ásia (Leste Asiático e Sudeste Asiático);non_public_destination;substituir;TechWeb;China;https://www.techweb.com.cn/rss/all.xml;Pinoy Techno Guide;Filipinas;https://www.pinoytechnoguide.com/feed;True;2026-09-14T11:49:56.165459+00:00;10;2026-09-13T14:13:41+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
377;Oriente Médio;http_403;corrigir_url;Arab News — Science & Technology;Arábia Saudita;https://www.arabnews.com/taxonomy/term/46/all/feed;Arab News — feed geral;Arábia Saudita;https://www.arabnews.com/rss.xml;True;2026-09-14T11:48:12.648937+00:00;50;2026-09-14T11:04:58+00:00;200;True;;Feed passou a geral: aplicar filtro temático de tecnologia e negócios digitais. Filtragem temática necessária.
378;Oriente Médio;http_405;substituir;Arabian Business;Emirados Árabes Unidos;https://www.arabianbusiness.com/feed;Economy Middle East;Emirados Árabes Unidos;https://economymiddleeast.com/feed/atom/;True;2026-09-14T11:56:56.018446+00:00;10;2026-09-14T11:49:52+00:00;200;True;;
379;Oriente Médio;gaierror;substituir;Arabian ICT;Emirados Árabes Unidos;https://www.arabianict.com/feed/;Mena Tech;Emirados Árabes Unidos;https://menatech.net/feed/;True;2026-09-14T11:51:52.341685+00:00;16;2026-09-14T09:07:11+00:00;200;True;;
385;Oriente Médio;http_404;corrigir_url;Click;Irã;https://click.ir/rss;Click;Irã;https://www.click.ir/feeds;True;2026-09-14T11:49:12.668454+00:00;6;2026-09-13T07:30:00+00:00;200;True;;
386;Oriente Médio;http_404;substituir;CTech;Israel;https://www.calcalistech.com/GeneralRSS/0,16967,L-5214,00.xml;Entrepreneur Middle East;Emirados Árabes Unidos;https://mena.entrepreneur.com/feed;True;2026-09-14T11:56:15.362729+00:00;10;2026-09-14T09:10:35+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
394;Oriente Médio;SSLError;substituir;Enterprise Channels MEA;Emirados Árabes Unidos;https://www.ec-mea.com/feed/;Intelligent CIO Middle East;Emirados Árabes Unidos;https://www.intelligentcio.com/me/feed/;True;2026-09-14T11:51:29.733215+00:00;100;2026-09-14T11:13:40+00:00;200;True;;
400;Oriente Médio;http_403;substituir;Gulf Business;Emirados Árabes Unidos;https://gulfbusiness.com/feed/;Fintech News Middle East;Suíça (edição Oriente Médio);https://fintechnews.ae/feed/;True;2026-09-14T11:56:56.021445+00:00;10;2026-09-14T08:08:55+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
404;Oriente Médio;invalid_or_malformed_feed;substituir;Israel21c;Israel;https://www.israel21c.org/feed/;TechInside;Turquia;https://www.techinside.com/feed/atom/;True;2026-09-14T11:55:36.608504+00:00;20;2026-09-11T17:00:58+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura."
407;Oriente Médio;http_405;substituir;ITP.net;Emirados Árabes Unidos;https://www.itp.net/feed/;Telecom Review;Emirados Árabes Unidos;https://www.telecomreview.com/feed/;True;2026-09-14T11:51:29.723765+00:00;10;2026-09-11T07:51:48+00:00;200;True;;
409;Oriente Médio;http_404;substituir;Jordan News — Technology;Jordânia;https://www.jordannews.jo/rss/Technology-32;Doha News;Catar;https://dohanews.co/feed/;True;2026-09-14T11:51:30.417411+00:00;9;2026-09-14T11:39:23+00:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela. País ou foco editorial alterado; não é equivalência auditada de audiência ou cobertura. Filtragem temática necessária."
413;Oriente Médio;http_404;corrigir_url;MediaCat;Turquia;https://mediacat.com/besleme/;MediaCat;Turquia;https://mediacat.com/feed/;True;2026-09-14T11:48:36.001356+00:00;10;2026-09-14T08:31:29+00:00;200;True;;
419;Oriente Médio;http_500;substituir;Pazarlamasyon;Turquia;https://pazarlamasyon.com/feed/;Turk Internet;Turquia;https://turk-internet.com/feed/;True;2026-09-14T11:51:07.797566+00:00;12;2026-09-14T06:15:02+00:00;200;True;;
423;Oriente Médio;gaierror;substituir;Saudi Android;Arábia Saudita;https://www.saudandroid.net/feed/;Tamindir;Turquia;https://feeds.feedburner.com/tamindir/stream;True;2026-09-14T11:52:00.511600+00:00;30;2026-09-14T17:22:00+03:00;200;True;;"Reposição da mesma região; países anterior e novo indicados na tabela."
432;Oriente Médio;http_403;corrigir_url;Technopat;Turquia;https://www.technopat.net/feed/;Technopat;Turquia;https://feedpress.me/technopat;True;2026-09-14T11:42:10.461304+00:00;50;2026-09-14T10:45:00+00:00;200;True;;
436;Oriente Médio;invalid_or_malformed_feed;substituir;Teknoloji Günlüğü;Turquia;https://www.teknolojigunlugu.com/feed/;Technotoday;Turquia;https://technotoday.com.tr/feed/atom/;True;2026-09-14T11:55:37.434572+00:00;10;2026-09-14T11:35:15+00:00;200;True;;
437;Oriente Médio;http_404;substituir;Teknolojioku;Turquia;https://www.teknolojioku.com/rss;Donanım Arşivi;Turquia;https://www.donanimarsivi.com/feed/;True;2026-09-14T11:52:09.539687+00:00;12;2026-09-13T16:18:11+00:00;200;True;;
440;Oriente Médio;http_403;corrigir_url;Times of Israel — Tech Israel;Israel;https://www.timesofisrael.com/topic/tech-israel/feed/;Times of Israel — feed geral;Israel;https://www.timesofisrael.com/feed/;True;2026-09-14T11:48:55.927012+00:00;15;2026-09-14T11:20:51+00:00;200;True;;Feed passou a geral: aplicar filtro temático de tecnologia e negócios digitais. Filtragem temática necessária.
