"id","url","feed_ids","veiculos","paises","status","erro_original","horario","proxima_tentativa","tentativas","classificacao","acao_recomendada"
"15","https://9to5google.com/2026/09/10/samsung-galaxy-buds-on-open-ear-leak/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:04.911898+00","2026-09-14 10:44:04.911898+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"16","https://9to5google.com/2026/09/10/google-wear-os-tracker/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:05.06254+00","2026-09-14 10:44:05.06254+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"17","https://9to5google.com/2026/09/10/google-wallet-pass-redesign/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:05.428954+00","2026-09-14 10:44:05.428954+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"18","https://9to5google.com/2026/09/10/nothing-reportedly-launching-headphone-1-pro-later-this-month-for-399/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:05.579282+00","2026-09-14 10:44:05.579282+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"19","https://9to5google.com/2026/09/10/google-dreambeans-free/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:05.729783+00","2026-09-14 10:44:05.729783+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"20","https://9to5google.com/2026/09/10/keysmart-smartcard-discounted/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:05.880533+00","2026-09-14 10:44:05.880533+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"21","https://9to5google.com/2026/09/10/youtube-nfl-sunday-ticket-2026-details/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:06.030577+00","2026-09-14 10:44:06.030577+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"22","https://9to5google.com/2026/09/10/comus-action-pro-is-a-great-meeting-recorder-that-struggles-to-justify-its-ai-premium/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:06.18088+00","2026-09-14 10:44:06.18088+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"23","https://9to5google.com/2026/09/10/google-details-adb-wi-fi-2-0-for-more-reliable-wireless-android-debugging/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:06.331089+00","2026-09-14 10:44:06.331089+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"24","https://9to5google.com/2026/09/10/gemini-windows-app/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:06.48141+00","2026-09-14 10:44:06.48141+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"25","https://9to5google.com/2026/09/10/android-passkey-password-transfer/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:06.847161+00","2026-09-14 10:44:06.847161+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"26","https://9to5google.com/2026/09/10/deals-galaxy-z-fold-8-galaxy-watch-8-ultra-2-pixel-11/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:06.997565+00","2026-09-14 10:44:06.997565+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"27","https://9to5google.com/2026/09/10/the-galaxy-z-fold-8-needs-battery-banks-that-actually-fit-iphone-duo-might-help/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:07.147937+00","2026-09-14 10:44:07.147937+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"28","https://9to5google.com/2026/09/10/sony-details-android-17-update-but-only-five-xperia-phones-are-getting-it/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:07.298188+00","2026-09-14 10:44:07.298188+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"29","https://9to5google.com/2026/09/10/samsungs-first-android-xr-glasses-with-a-color-display-may-launch-in-late-2027/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:07.448429+00","2026-09-14 10:44:07.448429+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"30","https://9to5google.com/2026/09/10/iphone-duo-unfold-animation-recreated-for-galaxy-z-fold-8/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:07.598899+00","2026-09-14 10:44:07.598899+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"31","https://9to5google.com/2026/09/10/motorola-signature-27-phone-teaser/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:07.749299+00","2026-09-14 10:44:07.749299+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"32","https://9to5google.com/2026/09/10/the-iphone-duo-is-actually-a-software-story/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:07.899597+00","2026-09-14 10:44:07.899597+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"33","https://9to5google.com/2026/09/09/apple-iphone-duo-foldable-apps-android/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:08.242001+00","2026-09-14 10:44:08.242001+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"34","https://9to5google.com/2026/09/09/google-pixel-tablet-discontinued/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:08.392373+00","2026-09-14 10:44:08.392373+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"35","https://9to5google.com/2026/09/09/iphone-duo-hands-on-reveals-crease-and-camera/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:08.54268+00","2026-09-14 10:44:08.54268+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"36","https://9to5google.com/2026/09/09/gemini-workspace-side-panel-upgrade/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:08.692877+00","2026-09-14 10:44:08.692877+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"37","https://9to5google.com/2026/09/09/motorola-responds-to-iphone-deuo-with-foldable-teaser/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:08.843514+00","2026-09-14 10:44:08.843514+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"38","https://9to5google.com/2026/09/09/iphone-duo-thicker-and-heavier-than-basically-every-android-foldable/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:08.993668+00","2026-09-14 10:44:08.993668+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"39","https://9to5google.com/2026/09/09/pixel-11-september-update-early/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:09.144374+00","2026-09-14 10:44:09.144374+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"40","https://9to5google.com/2026/09/09/samsung-apple-iphone-duo-reaction/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:09.294658+00","2026-09-14 10:44:09.294658+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"41","https://9to5google.com/2026/09/09/apple-iphone-duo-foldable-ip68-google-pixel/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:09.808735+00","2026-09-14 10:44:09.808735+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"42","https://9to5toys.com/2026/09/09/todays-highlight-google-play-deals-3/","1","9to5Google","Estados Unidos","unavailable","http_403","2026-09-14 09:44:11.118801+00","2026-09-14 10:44:11.118801+00","1","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca."
"43","https://9to5google.com/2026/09/09/honor-magic-9-pro-max-design-teaser/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:11.269795+00","2026-09-14 10:44:11.269795+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"44","https://9to5google.com/2026/09/09/google-search-kicks-off-the-nfl-season-with-live-game-feeds-and-fantasy-football-advice/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:11.419963+00","2026-09-14 10:44:11.419963+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"45","https://9to5google.com/2026/09/09/deals-galaxy-fold-8-moto-tag-2-liquid-cooled-power-bank/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:11.570472+00","2026-09-14 10:44:11.570472+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"46","https://9to5google.com/2026/09/09/google-messages-keep-notes/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:11.720798+00","2026-09-14 10:44:11.720798+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"47","https://9to5google.com/2026/09/09/galaxy-z-fold-8-is-1599-with-a-free-galaxy-watch-and-more-in-new-samsung-deal/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:11.871365+00","2026-09-14 10:44:11.871365+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"48","https://9to5google.com/2026/09/09/galxy-s27-pro-might-get-privacy-display/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:12.021759+00","2026-09-14 10:44:12.021759+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"49","https://9to5google.com/2026/09/09/samsung-apple-iphone-foldable-advice/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:12.406771+00","2026-09-14 10:44:12.406771+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"50","https://9to5google.com/2026/09/09/dbrand-mnml-google-pixel-cases/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:12.556848+00","2026-09-14 10:44:12.556848+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"51","https://9to5google.com/2026/09/09/xiaomi-pad-9-pro-max-has-a-13-3-inch-display-android-17-and-a-12000-mah-battery/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:12.707693+00","2026-09-14 10:44:12.707693+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"52","https://9to5google.com/2026/09/08/hands-on-with-honor-robot-phone/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:12.857933+00","2026-09-14 10:44:12.857933+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"53","https://9to5google.com/2026/09/08/gemini-daily-brief-free/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:13.00835+00","2026-09-14 10:44:13.00835+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"54","https://9to5google.com/2026/09/08/the-sideload-043-your-repairable-future/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:13.158614+00","2026-09-14 10:44:13.158614+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"55","https://9to5google.com/2026/09/08/nothing-cmf-buds-neo-hands-on/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:13.309336+00","2026-09-14 10:44:13.309336+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"56","https://9to5google.com/2026/09/08/google-maps-speedometer-android-auto-bug/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:13.460709+00","2026-09-14 10:44:13.460709+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"57","https://9to5google.com/2026/09/08/arms-new-cpu-cores-and-gpus-for-android-chips-promise-desktop-class-games-more-ai-power/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:13.824187+00","2026-09-14 10:44:13.824187+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"58","https://9to5toys.com/2026/09/08/todays-highlight-google-play-deals-2/","1","9to5Google","Estados Unidos","unavailable","http_403","2026-09-14 09:44:13.974538+00","2026-09-14 10:44:13.974538+00","1","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca."
"59","https://9to5google.com/2026/09/08/boox-picco-teased-without-android/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:14.12507+00","2026-09-14 10:44:14.12507+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"60","https://9to5google.com/2026/09/08/chrome-updates-two-weeks/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:14.275525+00","2026-09-14 10:44:14.275525+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"61","https://9to5google.com/2026/09/08/pebblebee-clip-5-neon-pulse-color-drop/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:14.425732+00","2026-09-14 10:44:14.425732+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"62","https://9to5google.com/2026/09/08/deals-galaxy-z-fold-8-lowest-price-lenovo-tab-pro-gen-2/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:14.575861+00","2026-09-14 10:44:14.575861+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"63","https://9to5google.com/2026/09/08/orbitkey-new-key-organizer-tracker-elevates-its-best-design/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:14.726381+00","2026-09-14 10:44:14.726381+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"64","https://9to5google.com/2026/09/08/samsung-galaxy-z-fold-8-bend-flex-display-corners/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:14.877387+00","2026-09-14 10:44:14.877387+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"65","https://9to5google.com/2026/09/08/oppo-find-x10-pro-max-cameras-release-date/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:15.181294+00","2026-09-14 10:44:15.181294+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"66","https://9to5google.com/2026/09/08/google-photos-trash-bin-now-deletes-media-after-30-days-down-from-60-days/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:15.33188+00","2026-09-14 10:44:15.33188+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"67","https://9to5google.com/2026/09/08/xiaomi-18-fold-specs-price-galaxy-z-fold-8-comparison/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:15.482256+00","2026-09-14 10:44:15.482256+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"68","https://9to5google.com/2026/09/08/googles-ai-also-cheats-but-a-little-more-honestly/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:15.632737+00","2026-09-14 10:44:15.632737+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"69","https://9to5google.com/2026/09/07/september-2026-google-system-updates/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:15.785486+00","2026-09-14 10:44:15.785486+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"70","https://9to5google.com/2026/09/07/samsungs-privacy-display-and-trifold-merge-in-the-huawei-mate-xt2/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:15.935894+00","2026-09-14 10:44:15.935894+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"71","https://9to5google.com/2026/09/07/sony-wh-1000xm4c-launch-for-299-alongside-two-more-affordable-headphones/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:16.086533+00","2026-09-14 10:44:16.086533+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"72","https://9to5google.com/2026/09/07/new-google-messages-features/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:16.236839+00","2026-09-14 10:44:16.236839+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"73","https://9to5google.com/2026/09/07/annoyingly-the-galaxy-z-fold-8-is-the-best-advert-for-an-iphone-fold-yet/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:16.542337+00","2026-09-14 10:44:16.542337+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"74","https://9to5google.com/2026/09/07/samsung-is-shutting-down-quick-measure-and-ar-doodle-apps-for-galaxy-phones/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:16.692759+00","2026-09-14 10:44:16.692759+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"75","https://9to5google.com/2026/09/07/samsung-galaxy-z-fold-8-first-ever-discount/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:16.843051+00","2026-09-14 10:44:16.843051+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"76","https://9to5google.com/2026/09/07/google-messages-old-texts-bug-fix/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:16.993516+00","2026-09-14 10:44:16.993516+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"77","https://9to5google.com/2026/09/07/all-best-labor-day-deals/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:17.146042+00","2026-09-14 10:44:17.146042+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"78","https://9to5google.com/2026/09/06/googlebook-macbook-neo-competitors/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:17.296471+00","2026-09-14 10:44:17.296471+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"79","https://9to5google.com/2026/09/05/google-wallet-state-ids/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:17.447517+00","2026-09-14 10:44:17.447517+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"80","https://9to5google.com/2026/09/04/gemini-minimize-bubble/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:17.597884+00","2026-09-14 10:44:17.597884+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"81","https://9to5google.com/2026/09/04/pixelated-115-all-wallets-are-designed-badly/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:17.901187+00","2026-09-14 10:44:17.901187+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"82","https://9to5toys.com/2026/09/04/friday-android-app-deals-free-friend-slime-tiny-bang-story/","1","9to5Google","Estados Unidos","unavailable","http_403","2026-09-14 09:44:18.051856+00","2026-09-14 10:44:18.051856+00","1","bloqueio_http","Verificar acesso permitido, resposta e endpoint oficial; não contornar bloqueios. Validar alternativa antes de recomendar troca."
"83","https://9to5google.com/2026/09/04/deals-galaxy-s26-fe-amazon-gift-card-fold-8-ultra/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:18.202702+00","2026-09-14 10:44:18.202702+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"84","https://9to5google.com/2026/09/04/moto-tag-2-4-pack-deal-android-find-hub-tracker/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:18.352998+00","2026-09-14 10:44:18.352998+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"85","https://9to5google.com/2026/09/04/pixel-11-lets-you-make-any-camera-look-default-with-this-buried-setting/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:18.503425+00","2026-09-14 10:44:18.503425+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"86","https://9to5google.com/2026/09/04/disney-loses-google-cast-support-in-some-countries/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:18.653629+00","2026-09-14 10:44:18.653629+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"87","https://9to5google.com/2026/09/04/xbox-game-pass-tcl-google-tv/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:18.804374+00","2026-09-14 10:44:18.804374+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"88","https://9to5google.com/2026/09/04/rugone-android-phone-action-camera-ifa-2026/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:18.955001+00","2026-09-14 10:44:18.955001+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"89","https://9to5google.com/2026/09/04/galaxy-z-fold-8-restock-trade-in-ultra-deal/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:19.260861+00","2026-09-14 10:44:19.260861+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"90","https://9to5google.com/2026/09/03/google-clock-timers-redesign/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:19.41128+00","2026-09-14 10:44:19.41128+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
"91","https://9to5google.com/2026/09/03/ugreen-announces-homeagent-smart-home-hub/","1","9to5Google","Estados Unidos","unavailable","robots_disallowed","2026-09-14 09:44:19.561508+00","2026-09-14 10:44:19.561508+00","1","restricao_robots","Respeitar robots.txt; procurar texto licenciado ou fornecido legitimamente pelo feed."
